id,text,preprocessed,sentiment
1435693839990263809,"Pode passar mil anos de pandemia, eu nunca vou me acostumar a usar máscara."
1435693812576395273,"@rubenlustosa2 @Flamengo @SCInternacional @Corinthians @FluminenseFC @Palmeiras @SantosFC @RedBullBraga @ChapecoenseReal @ECJuventude @CearaSC @Gremio @ECBahia @Atletico Questão n é essa irmão, a questão é q estamos em uma Pandemia ainda tlgd"
1435693802551926787,"Eh meus amigos, achei que sairia ileso da pandemia... Mas hoje veio, paguei bundinha na frente da câmera do homeoffice"
1435693796768026626,"Não sou de falar sobre problemas pessoais aqui, mas a gnt tá passando por uma crise mt pesada aqui em casa, e com a pandemia esse problema só piorou. Minha mãe precisa urgentemente de uma nora!! peço apenas que compartilhem  essa mensagem para alcançar alguém que ajude ela"
1435693768137654272,@Skalildeth Não tem uma lei que tá podendo andar com carteira vencida durante a pandemia?
1435693729382338565,"Tudo que acontece de ruim o povo coloca a culpa no Bolsonaro. Muita gente morreu na pandemia, culpa de Bolsonaro, teu marido te traiu, culpa do Bolsonaro, gasolina subiu culpa do Bolsonaro, gente morrendo atropelada culpa do Bolsonaro, poluição culpa do Bolsonaro.."
1435693717327908869,"@KimKataguiri Mocinho vc não entende nada de economia
Pq o dólar está tão caro 
Bolsa caindo? Só se for na tua cabeça. O mundo todo está assim.  Sabia que estamos em uma pandemia .O que vc faria para mudar esse cenário?"
1435693615314046984,"@khaleesiys Escolhi a viagem, mas a pandemia n deixou, ai chegou o dia e me deparei com uma festa surpresa onde eu tive q me controlar pra n ter uma crise pelo fato de eu odiar ser o centro das atenções e odiar a minha família;)"
1435693579251355648,"@thalesoares Não é possível que vcs querem ter o beneficio de ter torcida enquanto o resto não pode... é incrível.. Ja começaram a treinar antes dos demais na pandemia contra os protocolos da prefeitura para terem beneficio, agora isso.. Não a toa colocaram crianças em um cntr irregular."
1435693555427811331,"O atual líder que eu mais admiro. Boulos teve coragem de colocar gente na rua pela primeira vez na pandemia. Boulos vai nos atos chamados pela direita porque sabe a importância da união. Se melhorar um pouco o discurso econômico, daqui a pouco me mudo pro PSOL. 😜 https://t.co/LGWMFeHlC5"
1435693544040173574,"Enquanto isso no LinkedIn:
Uma pessoa exaltando o Thiaguinho pela excelente atuação como empresário durante a Pandemia e falando como não via números tão alto relacionados a pessoas negras constantemente.
Nos comentários: chorume de um bando de velho branco rosnando.🤮🤮🤮"
1435693528210882560,"@tabataamaralsp Meu voto não vai para partido, vai para o candidato. Essa pandemia ensinou muita coisa sobre quem devemos votar ou não."
1435693522276044801,"@tabataamaralsp É frequente a decepção com os políticos no Brasil, é muito claro q os interesses em Brasília são mto distantes dos do povo.
Foi chocante ver as pautas discutidas e o desinteresse pelas mortes e o sofrimento durante a pandemia.
A classe política deve ao povo punir Bolsonaro."
1435693518727618562,A pandemia já acabou?
1435693477128544256,"Por mais que o receio de sair de casa e expor a família ao novo coronavírus seja válido, não dá para correr o risco de deixar de proteger seu filho de outras doenças. Veja como vacinar os pequenos com segurança!
https://t.co/XTxIbzWO4P"
1435693463618588678,O doc acompanha três trabalhadores que não puderam fazer o isolamento social logo que a pandemia da covid-19 começou no Brasil. A versão completa estará disponível no site da mostra até o dia 14 de setembro. Corre! https://t.co/SLnHLsskRD
1435693451862061062,@wel_sarmento @OIntrospecto @EduardoVet @Rconstantino Se comparar com o salário mínimo de anos atrás o aumento ate é proporcional.. mas vcs querem sempre apontar o dedo. Sem soluções.. so tem as soluções quando tao de fora do problema. Kkkkkkkkkkkk estamos numa pandemia.. entao acho q um pouco as coisas sobem mesmo
1435693449236426755,"Quem achou que seria fácil, vai ficar pior, mas temos que nos unir e enfrentar, ficamos parados na pandemia porque não podemos ficar em Brasilia até que as Forças Armadas faça o que a maioria do Povo quer?? https://t.co/iC5egJMdB7"
1435693427358945287,"Gente sei que a gente está no meio de uma pandemia,  porém domingo não irá ter jeito vamos ter que aglomera.
#ForaBolsonaro"
1435693420958437377,"@louieponto Moça espera a pandemia acabar e vai ver ela, o não vc já tem 😃👍🏻"
1435693417670103047,"Não sou de falar sobre problemas pessoais aqui, mas a gnt tá passando por uma crise mt pesada aqui em casa, e com a pandemia esse problema só piorou. Minha mãe precisa urgentemente de uma nora!! peço apenas que compartilhem  essa mensagem para alcançar alguém que ajude ela"
1435693384606306313,"@drogaeoguh @KimKataguiri Tem que ser muito conivente para achar que esse governo não fez merd#. Tudo resume a falar que o país tava quebrado e a pandemia atrapalhou tudo, sendo que não fizeram nada para melhorar o país. Eu quero um governo que crie soluções, não desculpas."
1435693379803914244,a galera que entrou na pandemia na faculdade tá perdendo a melhor parte da faculdade: as calouradas
1435693370677080065,"@thaizize no nosso contexto de aula, turma pequena, relação mais próxima, etc etc... Tem muito contexto da própria pandemia e ERE também. Mas real a coisa é pesada pra professor também, mas ver que é possível ter uma relação mais humana pra ambos os lados, é muito bom."
